type,amount,oldbalanceOrg,newbalanceOrig,isFraud,Fraud_Status
0.25,0.196142291,0.103623081,0,0,No Fraud
0,0.01023384,0.016395481,0.026198983,1,Fraud
0,0.005667685,0.129656502,0.159402948,1,Fraud
0.25,0.005599744,0,0,1,Fraud
1,0.19262477,0.101764755,0,0,No Fraud
0.25,0.009013135,0,0,1,Fraud
1,0.057499867,0.030377505,0,0,No Fraud
1,0.001350517,0.000713486,0,0,No Fraud
0.25,0.033440228,0.017666661,0,0,No Fraud
0.25,0.017577631,0.009286362,0,0,No Fraud
0,0.004240935,0.000403678,0.003177451,1,Fraud
0.25,0.008889276,0.004696255,0,0,No Fraud
0.25,0.011762563,8.56E-05,0,1,Fraud
0,0.000578774,0.010914881,0.013483562,1,Fraud
0.75,0.000104362,0,0,1,Fraud
0.25,0.005181706,0.000862498,0,1,Fraud
0.25,0.001215789,0.001260719,0.000743128,1,Fraud
0.25,0.013491517,0.007127645,0,0,No Fraud
1,0.032503771,0.017171926,0,0,No Fraud
0.25,0.000217437,0.000114873,0,0,No Fraud
0.25,0.006545405,0.004962873,0.001808397,1,Fraud
1,0.000266233,0.000140653,0,0,No Fraud
1,0.012015277,0,0,1,Fraud
0.25,0.00661017,0.000327088,0,1,Fraud
0.25,0.01145802,0.006053337,0,0,No Fraud
0.25,0.006968318,0.000333154,0,1,Fraud
0.25,0.004806024,0,0,1,Fraud
0.75,0.000253667,0,0,1,Fraud
0.75,0.000202282,0,0,1,Fraud
0.25,0.008353483,0.004413192,0,0,No Fraud
0,0.001516892,0.550544353,0.662537686,1,Fraud
0.75,0.000212059,0,0,1,Fraud
1,0.01099469,0.005808557,0,0,No Fraud
0,0.000903889,0.091403154,0.110410604,1,Fraud
0,0.008513943,6.09E-06,0.005412406,1,Fraud
0.25,0.000420702,0,0,1,Fraud
0,0.001842228,0.003716958,0.005636111,1,Fraud
0.25,0.015019744,0.007935016,0,0,No Fraud
0.75,0.000422127,0.000173114,0,1,Fraud
0.25,0.006665676,0.003521514,0,0,No Fraud
1,0.022006451,0.011626132,0,0,No Fraud
1,0.005975298,0.003156784,0,0,No Fraud
0.75,0.000283003,0.001158932,0.001212993,1,Fraud
1,0.003641369,0.001923756,0,0,No Fraud
0.25,0.053132715,0.028070313,0,0,No Fraud
1,0.065337902,0.034518383,0,0,No Fraud
0.25,0.003851707,0.000848988,0,1,Fraud
1,0.002668665,0.001409871,0,0,No Fraud
0.25,0.005783637,0,0,1,Fraud
1,0.008641272,0,0,1,Fraud
0.25,0.002249773,0.001178668,0,1,Fraud
0.25,0.001802628,0.000952339,0,0,No Fraud
0.25,0.012248349,0.006470872,0,0,No Fraud
0.25,0.004523805,0,0,1,Fraud
1,0.029467807,0.015568009,0,0,No Fraud
0.25,0.014390071,0,0,1,Fraud
0.75,0.000373809,0.005643113,0.006543867,1,Fraud
1,0.006987599,0.001383418,0,1,Fraud
0,0.004654926,0.029006848,0.037811951,1,Fraud
1,0.317670952,0.398632282,0.277352211,0,No Fraud
0.75,3.59E-05,0,0,1,Fraud
0.25,0.003252033,0.001718067,0,0,No Fraud
1,0.005578227,0.002947009,0,0,No Fraud
0,0.018148215,0.078878182,0.106307251,1,Fraud
1,0.060100864,0.031751626,0,0,No Fraud
0.25,0.005337932,0.00282006,0,0,No Fraud
0.75,4.50E-05,0.002894382,0.003449527,1,Fraud
1,0.016403105,0.008665853,0,0,No Fraud
0.25,0.00295598,0.000838751,0,1,Fraud
0,0.005792892,0.116955532,0.144220013,1,Fraud
0.75,0.000121252,0.002930629,0.003444683,1,Fraud
1,0.029075363,0.015360679,0,0,No Fraud
0.25,0.007745881,0.000342284,0,1,Fraud
0.25,0.012528564,0.006618911,0,0,No Fraud
0,0.002945711,0.1482253,0.179988537,1,Fraud
0.25,0.001760741,1.68E-05,0,1,Fraud
1,0.101370653,0.053554689,0,0,No Fraud
1,0.002405051,0.001270602,0,0,No Fraud
1,0.031597996,0.0166934,0,0,No Fraud
0.25,0.000698463,0.000369002,0,0,No Fraud
0.25,0.015558485,0.008219636,0,0,No Fraud
0.25,0.007189648,0,0,1,Fraud
0.25,0.003046253,0,0,1,Fraud
0.25,0.317670952,0.16782736,0,0,No Fraud
1,0.010196522,0.00538688,0,0,No Fraud
0,0.003641346,0.000101133,0.002433241,1,Fraud
1,0.00704713,0,0,1,Fraud
1,0.052061982,0.027504639,0,0,No Fraud
0.25,0.00502871,0.002656696,0,0,No Fraud
1,0.007312943,0.003863469,0,0,No Fraud
0.75,0.000378584,0.000178736,0,1,Fraud
0,0.002561515,0.001549584,0.003488274,1,Fraud
0.25,0.000711653,0.00037597,0,0,No Fraud
0.25,0.02678519,0.014150767,0,0,No Fraud
0.75,3.71E-05,4.77E-05,3.37E-05,1,Fraud
0.25,0.004143488,0,0,1,Fraud
0.25,0.171329168,0.090514168,0,0,No Fraud
0.25,0.317670952,0.16782736,0,0,No Fraud
0.25,0.005835778,0,0,1,Fraud
0.75,3.35E-05,0.003457004,0.00413295,1,Fraud
0.75,0.000481543,0,0,1,Fraud
0.75,0.00148027,0.008354933,0.009100152,1,Fraud
0.75,0.000294612,0.000815386,0.000792793,1,Fraud
0.25,0.00262626,0,0,1,Fraud
1,0.010260512,0.005420686,0,0,No Fraud
0.25,0.07399763,0.039093366,0,0,No Fraud
1,0.001003648,0.000530233,0,0,No Fraud
1,0.286976337,0.151611221,0,0,No Fraud
1,0.041708521,0.022034847,0,0,No Fraud
0.25,0.001922536,0.001015687,0,0,No Fraud
0.25,0.001495508,0,0,1,Fraud
1,0.003611506,0.001907979,0,0,No Fraud
1,0.013874525,0.00732999,0,0,No Fraud
1,0.00255205,0.001348262,0,0,No Fraud
1,0.059453825,0.031409792,0,0,No Fraud
0.75,0.000139289,0.001708523,0.00196466,1,Fraud
1,0.003462884,0.001829461,0,0,No Fraud
0.25,0.041480014,0.021914126,0,0,No Fraud
0.25,0.005629687,0.002974195,0,0,No Fraud
0.75,0.000231182,0.006106124,0.007190803,1,Fraud
1,0.018775386,0.009919143,0,0,No Fraud
0.25,0.006751522,0.00017788,0,1,Fraud
0.25,0.03393992,0.017930652,0,0,No Fraud
0.75,0.000130859,3.36E-07,0,1,Fraud
0.25,0.134802658,0.071217006,0,0,No Fraud
0.75,0.000765865,0.001157186,0.00090435,1,Fraud
1,0.24208271,0.127893664,0,0,No Fraud
1,0.001913207,0.001010758,0,0,No Fraud
0.75,0.000521667,0.000151783,0,1,Fraud
0.25,0.013799193,0,0,1,Fraud
0.75,9.21E-05,0,0,1,Fraud
0.75,0.000344458,0.001834974,0.001986361,1,Fraud
0.75,0.001159287,0,0,1,Fraud
0.25,0.000550235,0.000290692,0,0,No Fraud
1,0.050549817,0.026705754,0,0,No Fraud
0.25,0.2065273,0.10910954,0,0,No Fraud
1,0.006475678,0.003421137,0,0,No Fraud
0.25,0.005420124,0,0,1,Fraud
1,0.020207784,0.000255601,0,1,Fraud
0.25,0.006238598,0.003295887,0,0,No Fraud
0.75,5.91E-05,0,0,1,Fraud
1,0.095846282,0.050636133,0,0,No Fraud
1,0.031030907,0.000836787,0,1,Fraud
0.25,0.025880331,0.013672725,0,0,No Fraud
0,0.001411408,3.51E-06,0.000900249,1,Fraud
0.25,0.146067959,0.077168528,0,0,No Fraud
1,0.007553472,0,0,1,Fraud
1,0.001537924,0.000812494,0,0,No Fraud
1,0.246156931,0.130046098,0,0,No Fraud
0.25,0.006182107,0,0,1,Fraud
0.75,0.001018726,0.008801985,0.009930375,1,Fraud
1,0.002621647,0.001385031,0,0,No Fraud
1,0.000417054,0.000220332,0,0,No Fraud
0.25,0.00724665,0.000279416,0,1,Fraud
0.75,9.33E-05,0,0,1,Fraud
1,0.057041718,0.030135462,0,0,No Fraud
1,0.000926799,0.000489633,0,0,No Fraud
0.25,0.00682916,0.003607884,0,0,No Fraud
1,0.066235015,0.034992333,0,0,No Fraud
0,0.007001737,0.0326552,0.043685956,1,Fraud
1,0.236809497,0.125107796,0,0,No Fraud
0.75,0.000736697,0.001662934,0.001530611,1,Fraud
1,0.003609205,0.001906763,0,0,No Fraud
0.25,0.008026698,0.00586617,0.001953465,1,Fraud
0,0.007190906,0.221658248,0.270926048,1,Fraud
0,0.008154724,0.000510615,0.005790627,1,Fraud
0,0.004518718,4.49E-05,0.002922721,1,Fraud
1,0.017419014,0.009202564,0,0,No Fraud
0.25,0.001734368,0,0,1,Fraud
0.25,0.103054589,0.054444322,0,0,No Fraud
0.75,0.000224892,0.00735104,0.008690779,1,Fraud
0.25,0.040697265,0.021500595,0,0,No Fraud
0.25,0.007018249,0.000338978,0,1,Fraud
0.25,0.010900763,0,0,1,Fraud
1,0.012366143,0.006533103,0,0,No Fraud
0.25,0.013176808,0.006961382,0,0,No Fraud
0.25,0.040999225,0.021660122,0,0,No Fraud
1,0.029765033,0.015725035,0,0,No Fraud
0.25,0.011956095,0.006316472,0,0,No Fraud
0.25,0.009694804,0.00512182,0,0,No Fraud
0.25,0.004394682,0.000979283,0,1,Fraud
0.75,0.000428195,9.05E-06,0,1,Fraud
0.25,0.005156642,0.002724283,0,0,No Fraud
0.25,0.014158777,0.007480162,0,0,No Fraud
0,0.001011596,0.28736537,0.345961629,1,Fraud
0.75,0.000284989,0.001078475,0.00111505,1,Fraud
0,0.003590477,0.015071806,0.020390811,1,Fraud
0,0.003587894,0.000321524,0.002664145,1,Fraud
0.25,0.001913207,0.001010758,0,0,No Fraud
0.75,0.001378536,1.93E-05,0,1,Fraud
0,0.001293811,0.001802315,0.002987171,1,Fraud
1,0.031936945,0.016872469,0,0,No Fraud
1,0.005550509,0.002932365,0,0,No Fraud
0.25,0.025650854,0.013551491,0,0,No Fraud
0.25,0.005121186,2.31E-05,0,1,Fraud
1,0.048215191,0.025472358,0,0,No Fraud
0.75,0.000166785,0,0,1,Fraud
0.25,0.007103599,0,0,1,Fraud
0.75,1.33E-05,0,0,1,Fraud
0.25,0.001900594,0.001004095,0,0,No Fraud
1,0.052294391,0.027627423,0,0,No Fraud
1,0.022360291,0.011813068,0,0,No Fraud
1,0.317670952,0.317724177,0.180127067,0,No Fraud
1,0.057801618,0.030536921,0,0,No Fraud
0,0.002154766,0.11339963,0.137637312,1,Fraud
0,0.003185203,9.42E-05,0.002135289,1,Fraud
0.25,8.94E-05,4.73E-05,0,0,No Fraud
0,0.00267993,0.005080101,0.00780598,1,Fraud
1,0.034378352,0.018162278,0,0,No Fraud
0.25,0.007853067,0,0,1,Fraud
0.25,0.00157344,0,0,1,Fraud
0.75,0.001101937,0.000346787,0,1,Fraud
0.25,0.022662792,0.011972881,0,0,No Fraud
0.25,0.05547854,0.029309626,0,0,No Fraud
0.25,4.80E-06,2.53E-06,0,0,No Fraud
0,0.021973121,0.012438733,0.028896957,1,Fraud
0.75,0.000472565,0,0,1,Fraud
0.75,0.000611892,0.000148242,0,1,Fraud
1,0.107079941,0.056570938,0,0,No Fraud
0.25,0.004968261,0.00262476,0,0,No Fraud
0,0.010169349,0.002773414,0.009788761,1,Fraud
1,0.020737005,0.010955477,0,0,No Fraud
1,0.017384044,0.002506048,0,1,Fraud
0.25,0.00670134,0.003540356,0,0,No Fraud
0.25,0.004527962,0,0,1,Fraud
1,0.037870097,0,0,1,Fraud
0.25,0.009021102,0.004765899,0,0,No Fraud
0.25,0.005764824,0,0,1,Fraud
0.25,0.003011415,0.000260099,0,1,Fraud
0.25,0.001316076,0.00069529,0,0,No Fraud
0,0.007077114,0.000516304,0.005113342,1,Fraud
0,0.001650657,0.000118939,0.001190847,1,Fraud
0.25,0.00909512,0.004805004,0,0,No Fraud
1,0.036670473,0.019373218,0,0,No Fraud
0,0.009079441,0.001019014,0.006988615,1,Fraud
0.75,0.000381127,0.002460482,0.002714737,1,Fraud
1,0.002329432,0.001230652,0,0,No Fraud
0.25,0.011731806,0.00619798,0,0,No Fraud
0.25,0.002697312,0.000851237,0,1,Fraud
1,0.018684555,0.009871156,0,0,No Fraud
1,0.010029265,0.005298517,0,0,No Fraud
0.75,0.000316955,0.009628894,0.01136957,1,Fraud
0.25,0.008759708,0.001163413,0,1,Fraud
0.25,0.003899996,0,0,1,Fraud
1,0.051291498,3.15E-05,0,1,Fraud
0.25,0.003200937,0.001691073,0,0,No Fraud
0.25,0.002237222,0.00268851,0.00181041,1,Fraud
1,0.002939891,0.001553161,0,0,No Fraud
0.25,0.032655429,0.017252048,0,0,No Fraud
0.25,0.069397019,0.036662837,0,0,No Fraud
0.75,0.000297645,0.000668842,0.00061477,1,Fraud
0.25,0.011924117,0,0,1,Fraud
0.5,0.000176066,0,0,1,Fraud
0.75,0.000830175,0.00021539,0,1,Fraud
0.25,0.001950841,0,0,1,Fraud
0.25,0.004543711,0.002400468,0,0,No Fraud
0,0.006947866,0.00061356,0.005148159,1,Fraud
1,0.009461707,0.004998673,0,0,No Fraud
1,0.126209682,0.066677288,0,0,No Fraud
0.25,0.007548661,0,0,1,Fraud
1,0.004602302,0.002431422,0,0,No Fraud
0.25,0.001367046,0,0,1,Fraud
0.25,0.033579522,0.017740251,0,0,No Fraud
1,0.000947702,0.000500676,0,0,No Fraud
0.25,0.004621438,0.000535738,0,1,Fraud
0.25,0.026398187,0.013946311,0,0,No Fraud
0.25,0.007697045,0.004066393,0,0,No Fraud
1,0.000558129,0.000294863,0,0,No Fraud
0.25,0.00438664,0,0,1,Fraud
0.25,0.003940949,0.002082026,0,0,No Fraud
0.25,0.002536547,2.40E-05,0,1,Fraud
0.75,0.000193941,0.000367038,0.000317937,1,Fraud
0.25,0.001535646,0.000811291,0,0,No Fraud
1,0.014634766,0.007731629,0,0,No Fraud
0.75,1.20E-05,0,0,1,Fraud
0.25,0.236212228,0.124792256,0,0,No Fraud
0.75,0.000967124,0,0,1,Fraud
1,0.002364968,0.001249426,0,0,No Fraud
0.75,2.64E-05,0,0,1,Fraud
1,0.03998546,0.021124545,0,0,No Fraud
0.25,0.092387121,0.048808638,0,0,No Fraud
0.25,0.003901529,0.0020612,0,0,No Fraud
0.25,0.000697606,0.000368549,0,0,No Fraud
0,0.004165403,0.309714868,0.374820631,1,Fraud
0.25,0.015399821,0.008135813,0,0,No Fraud
0.75,0.000509872,0.00040884,0.000167599,1,Fraud
0.25,0.007716104,0.004076461,0,0,No Fraud
0.25,0.005251579,0.007913194,0.006175107,1,Fraud
0.25,0.002926858,0,0,1,Fraud
1,0.317670952,0.341593697,0.208810442,0,No Fraud
0,0.000781623,1.07E-05,0.000509061,1,Fraud
0.75,0.000424713,0.001743156,0.001825075,1,Fraud
0.25,0.000573334,0,0,1,Fraud
0.25,0.002354182,0,0,1,Fraud
1,0.029845759,0.015767683,0,0,No Fraud
0.25,0.011348058,0.005995243,0,0,No Fraud
0.25,0.042439561,0.02242106,0,0,No Fraud
0.75,0.001273459,8.02E-05,0,1,Fraud
0.75,0.000530155,0.001751625,0.001768312,1,Fraud
0.25,0.002985578,0.00154475,0,1,Fraud
0.25,0.004936737,0,0,1,Fraud
0.25,0.022616033,0.011948178,0,0,No Fraud
0.75,0.000321632,0,0,1,Fraud
0.25,0.016855846,2.89E-05,0,1,Fraud
0,0.009823601,0.041173526,0.055713667,1,Fraud
0.25,0.010046482,0.005342952,4.25E-05,1,Fraud
1,0.000842346,0.00371318,0.003927267,1,Fraud
1,0.009742186,0.005146852,0,0,No Fraud
0.25,0.015359733,0,0,1,Fraud
0.75,0.00037942,0.001781907,0.001900396,1,Fraud
0.75,0.000200049,0.003405301,0.003965059,1,Fraud
1,0.000455636,0.000240715,0,0,No Fraud
0.25,0.002227672,0.001176892,0,0,No Fraud
1,0.138319502,0.073074975,0,0,No Fraud
1,0.003949017,0.002086288,0,0,No Fraud
0.75,0.00135145,0.001264781,0.000661884,1,Fraud
0.75,0.000343873,0,0,1,Fraud
1,0.014339656,0.007575721,0,0,No Fraud
0.75,0.000505772,0.001565628,0.001560284,1,Fraud
1,0.00815007,0.004305728,0,0,No Fraud
1,0.27286996,0.144158742,0,0,No Fraud
0.25,0.000858714,0,0,1,Fraud
1,0.00136826,0.00072286,0,0,No Fraud
0.25,0.010823864,0,0,1,Fraud
1,0.001402962,0.000741193,0,0,No Fraud
1,0.09346764,0.000174608,0,1,Fraud
0.25,0.008792315,0.000579793,0,1,Fraud
1,0.00102839,0.000543304,0,0,No Fraud
0.25,0.031240317,0.016504436,0,0,No Fraud
1,0.198521023,0.104879779,0,0,No Fraud
0,0.004285815,0.000337115,0.003125956,1,Fraud
1,0.065269676,0.034482339,0,0,No Fraud
0.25,0.005627716,0,0,1,Fraud
0.75,0.000177741,0.000276496,0.000219418,1,Fraud
0.25,0.019173133,0,0,1,Fraud
1,0.008520902,0.00450164,0,0,No Fraud
1,0.000421452,0.000222655,0,0,No Fraud
0.25,0.001287559,0.002171669,0.00179223,1,Fraud
0.5,2.71E-05,0.00525731,0.006300375,1,Fraud
1,0.317670952,0.331442973,0.196612585,0,No Fraud
0.75,9.03E-05,0,0,1,Fraud
0.25,0.001892584,0.000501787,0,1,Fraud
0.75,0.000252008,0.00173411,0.001923847,1,Fraud
1,0.021146607,0.011171872,0,0,No Fraud
0.25,0.013352686,0.007054299,0,0,No Fraud
0.25,0.00173101,0,0,1,Fraud
0.25,0.000476257,0.000251609,0,0,No Fraud
0.25,0.005250099,0,0,1,Fraud
0.25,0.008270908,0.000519912,0,1,Fraud
0.75,0.000509012,0.004341326,0.004893711,1,Fraud
0.75,8.41E-05,0.01362209,0.016315904,1,Fraud
1,0.045523465,0.024050304,0,0,No Fraud
0.25,0.024536249,0.012962639,0,0,No Fraud
0.25,0.004511073,5.57E-05,0,1,Fraud
0.75,0.000117457,0.000335285,0.000328336,1,Fraud
0.25,0.273008484,0.144231925,0,0,No Fraud
0.75,0.000235149,0.006526908,0.007693929,1,Fraud
1,0.005920604,0.003127889,0,0,No Fraud
0.25,0.001664637,0.000427121,0,1,Fraud
0.75,0.000380306,0.001582578,0.001660305,1,Fraud
0.25,0.002569497,0.00135748,0,0,No Fraud
0.25,0.002235804,0,0,1,Fraud
0.25,0.001155425,0.000610418,0,0,No Fraud
1,0.002231315,0.001178816,0,0,No Fraud
0.25,0.003406924,0,0,1,Fraud
0,0.003385624,0.057303749,0.071009776,1,Fraud
0.25,0.004896979,0,0,1,Fraud
1,0.037098123,0.019599148,0,0,No Fraud
0.25,0.018252999,0.009643162,0,0,No Fraud
0.25,0.000744747,0.000471796,9.41E-05,1,Fraud
0.25,0.0061236,0.003235132,0,0,No Fraud
1,0.000448986,0.000237202,0,0,No Fraud
0.25,0.04623326,0.024425293,0,0,No Fraud
1,0.035694747,0.018857737,0,0,No Fraud
0,0.000416497,0.000511219,0.000878732,1,Fraud
0.25,0.003220354,0.000432273,0,1,Fraud
0.25,0.001355165,0.000715941,0,0,No Fraud
0.75,0.000285225,0.004202682,0.004869177,1,Fraud
0.25,0.002803876,0,0,1,Fraud
0.25,0.003019934,0.001595448,0,0,No Fraud
1,0.003876622,0.002048041,0,0,No Fraud
0.25,0.010448486,0.000861139,0,1,Fraud
0.25,0.014940862,0.007893342,0,0,No Fraud
0.25,0.000589161,0,0,1,Fraud
0.25,0.002081266,0.001930317,0.000998317,1,Fraud
0.75,0.000551164,0.000485372,0.000233352,1,Fraud
1,0.04623326,0.024425293,0,0,No Fraud
1,0.004859142,0.002567112,0,0,No Fraud
0.25,0.001986671,1.30E-05,0,1,Fraud
0.25,0.004618273,0.00243986,0,0,No Fraud
0,0.002465221,4.21E-06,0.00157011,1,Fraud
0.25,0.034822684,0.018397021,0,0,No Fraud
0,0.00331135,0.00069014,0.002931537,1,Fraud
1,0.053182757,0.028096751,0,0,No Fraud
0.75,0.001913839,0.00168878,0.000814359,1,Fraud
1,0.008060977,0.000246656,0,1,Fraud
1,0.317670952,0.184925626,0.020546538,0,No Fraud
0.25,0.003255005,0.001719638,0,0,No Fraud
0.25,0.004279532,0.000536477,0,1,Fraud
1,0.024611933,0.013002623,0,0,No Fraud
0.25,8.91E-05,4.71E-05,0,0,No Fraud
1,0.006447712,0.003406363,0,0,No Fraud
0.25,0.014050276,0.00742284,0,0,No Fraud
0.25,0.011540002,1.96E-06,0,1,Fraud
0.25,0.004150178,0,0,1,Fraud
0.25,0.000280146,0.001689797,0.001852733,1,Fraud
0,0.003238753,0.210524357,0.255037715,1,Fraud
1,0.009065759,0.004789492,0,0,No Fraud
0.25,0.061575658,0.032530768,0,0,No Fraud
0.25,0.004089016,0.00216025,0,0,No Fraud
1,0.008189936,0.004326789,0,0,No Fraud
1,0.053214754,0.028113655,0,0,No Fraud
1,0.0292859,0.015471907,0,0,No Fraud
1,0.000586787,0.000310003,0,0,No Fraud
0.25,0.000627169,0.000331337,0,0,No Fraud
0.5,0.000157729,0.000565528,0.000579446,1,Fraud
1,0.000329052,0.00017384,0,0,No Fraud
0.75,0.000845548,0.004174538,0.004479635,1,Fraud
1,0.017614891,0.009306046,0,0,No Fraud
0.25,0.002509999,0.000664529,0,1,Fraud
1,0.008665792,0.004578187,0,0,No Fraud
0.25,0.317670952,0.16782736,0,0,No Fraud
0.25,0.005821241,8.06E-06,0,1,Fraud
0.25,0.003527697,0.003215618,0.001624562,1,Fraud
0.25,0.003661648,0,0,1,Fraud
1,0.016318539,0.008621176,0,0,No Fraud
0.25,0.039525387,0.020881486,0,0,No Fraud
0.25,0.023803615,0.012575584,0,0,No Fraud
1,0.024133495,0.012749862,0,0,No Fraud
0.25,0.052409956,0.027688476,0,0,No Fraud
0.25,0.15759952,0.083260717,0,0,No Fraud
1,0.009747206,0.005149504,0,0,No Fraud
1,0.00432812,0.00228657,0,0,No Fraud
0.25,0.166630336,0.088031749,0,0,No Fraud
0.75,0.000176342,0.002398581,0.002770361,1,Fraud
1,0.022486988,0.011880003,0,0,No Fraud
1,0.030723657,0.016231482,0,0,No Fraud
1,0.006754107,0.003568233,0,0,No Fraud
0,0.005674305,3.35E-05,0.003642633,1,Fraud
0.25,0.01544438,0.008159353,0,0,No Fraud
1,0.012005407,0.006342525,0,0,No Fraud
0.25,0.004822432,9.94E-05,0,1,Fraud
0.25,0.003503077,0.000189494,0,1,Fraud
0.75,0.00020567,0.000862769,0.000906197,1,Fraud
0.75,0.000191759,0,0,1,Fraud
0.25,0.000326466,0.000172474,0,0,No Fraud
0.25,0.000474913,0.000250899,0,0,No Fraud
0.25,0.013104286,0.006923069,0,0,No Fraud
1,0.015944543,0,0,1,Fraud
1,0.029025088,0.015334118,0,0,No Fraud
0.25,0.141427142,0.074716758,0,0,No Fraud
0.75,0.001028781,0.000673894,0.000156678,1,Fraud
0,0.000692974,0.000709608,0.001292652,1,Fraud
1,0.036785377,0.019433923,0,0,No Fraud
1,0.001210803,0.000639674,0,0,No Fraud
0.25,0.008336929,0,0,1,Fraud
1,0.200844282,0.106107169,0,0,No Fraud
0.25,0.004893795,0.00258542,0,0,No Fraud
0.25,0.030749087,0.016244917,0,0,No Fraud
0.25,0.000969564,0.000512226,0,0,No Fraud
0.75,0.000276718,0.000467909,0.000386599,1,Fraud
0.25,0.26453503,0.139755352,0,0,No Fraud
0,0.006423398,0.00051716,0.004699358,1,Fraud
1,0.001979691,0.001045882,0,0,No Fraud
0.25,0.010163132,0,0,1,Fraud
1,0.004840422,0.002557222,0,0,No Fraud
0.25,0.000611902,0.00017736,0,1,Fraud
1,0.010976608,0.005799004,0,0,No Fraud
1,0.008769071,0.00463275,0,0,No Fraud
0.75,0.000193983,0.003348346,0.00390047,1,Fraud
1,0.016246192,0,0,1,Fraud
0.75,7.54E-05,1.40E-05,0,1,Fraud
1,0.015111392,0.007983434,0,0,No Fraud
0.25,0.0018163,0.000667463,0,1,Fraud
1,0.065017224,0.034348967,0,0,No Fraud
1,0.003961261,0.002092756,0,0,No Fraud
1,0.005452876,0.002880785,0,0,No Fraud
0.25,0.00748911,0.003956539,0,0,No Fraud
0.25,0.01436809,0.007590743,0,0,No Fraud
0.25,0.015825835,0.008360878,0,0,No Fraud
1,0.072164505,0.038124916,0,0,No Fraud
1,0.000620206,0.0001229,0,1,Fraud
0.5,0.000138663,0,0,1,Fraud
0.25,0.012544385,0.00662727,0,0,No Fraud
0.25,0.001457796,0.000770162,0,0,No Fraud
0.25,0.002965043,0,0,1,Fraud
0,0.005618475,0.033634613,0.043984726,1,Fraud
0.25,0.000960234,0,0,1,Fraud
0,0.005322128,1.54E-05,0.003397292,1,Fraud
1,0.004382467,0,0,1,Fraud
0.25,0.00257961,0,0,1,Fraud
0,0.008911503,0.07655921,0.097656668,1,Fraud
1,0.00153889,0.000813004,0,0,No Fraud
1,0.005054339,0.002670236,0,0,No Fraud
1,0.030790545,0.016266819,0,0,No Fraud
1,0.004750293,0.002509606,0,0,No Fraud
1,0.010232623,0.005405953,0,0,No Fraud
0.25,0.01092419,0,0,1,Fraud
0.25,0.011736296,0.006200352,0,0,No Fraud
1,0.003190471,0.001685544,0,0,No Fraud
0.25,0.0268225,0.014170478,0,0,No Fraud
0.25,0.001970843,0,0,1,Fraud
0.75,0.000803691,0.002451018,0.0024351,1,Fraud
1,0.014309767,0.007559931,0,0,No Fraud
0.75,0.000217843,0.000917076,0.000963728,1,Fraud
0.75,0.000274352,2.45E-06,0,1,Fraud
0.75,7.43E-05,0,0,1,Fraud
1,0.262911961,0.138897875,0,0,No Fraud
0.25,0.003863341,0,0,1,Fraud
1,0.032371775,0,0,1,Fraud
0.25,0.317670952,0.16782736,0,0,No Fraud
0,0.00196293,0.146293463,0.177043179,1,Fraud
0.75,0.000878262,0.000612626,0.000178611,1,Fraud
0.25,0.058003797,0.030643734,0,0,No Fraud
0.25,9.97E-05,5.27E-05,0,0,No Fraud
0,0.007390252,3.04E-06,0.004695359,1,Fraud
0.75,0.000458,0.00052788,0.000343579,1,Fraud
1,0.317670952,0.19429162,0.031801407,0,No Fraud
0.25,0.01380113,0,0,1,Fraud
0.25,0.002219826,0.001172746,0,0,No Fraud
0.25,0.002816938,0,0,1,Fraud
1,0.013879241,0.007332482,0,0,No Fraud
0.25,0.142439487,0.075251586,0,0,No Fraud
0.25,0.001061186,0,0,1,Fraud
0.75,2.10E-05,0.000594965,0.000701633,1,Fraud
0.75,0.000353107,3.37E-06,0,1,Fraud
1,0.005480309,0,0,1,Fraud
0.75,0.000217625,0.000259042,0.000173124,1,Fraud
0,0.009455829,0.028022796,0.0396773,1,Fraud
0.75,0.000186738,0,0,1,Fraud
0.75,0.000314985,0,0,1,Fraud
0.75,0.000797409,0,0,1,Fraud
1,0.014528987,0.007675746,0,0,No Fraud
0.25,0.002912718,0.00861045,0.00849781,1,Fraud
0.75,0.00072405,0,0,1,Fraud
0,0.003886252,0.196754012,0.238901318,1,Fraud
0.25,0.014267895,0,0,1,Fraud
0.25,0.013921123,0.007354608,0,0,No Fraud
0.25,0.00725274,0.000336309,0,1,Fraud
0,0.002566563,0.00219008,0.004261147,1,Fraud
0.75,0.000329079,0.007066253,0.008282415,1,Fraud
0.25,0.037223131,0.019665191,0,0,No Fraud
0.25,0.001463874,0.000773373,0,0,No Fraud
0.25,0.013549695,0.007158381,0,0,No Fraud
0.25,0.317670952,0.16782736,0,0,No Fraud
1,0.013074279,0.006907215,0,0,No Fraud
0.25,0.001091333,0,0,1,Fraud
1,0.002580004,0.001363031,0,0,No Fraud
0.75,0.000982847,0.00076212,0.000291858,1,Fraud
1,0.221142157,0.116830652,0,0,No Fraud
0.75,0.001110633,0.000313971,0,1,Fraud
0,0.008628666,0.002084433,0.007982725,1,Fraud
0.75,0.000306067,0.003404378,0.003896645,1,Fraud
1,0.030502643,0.016114719,0,0,No Fraud
0.75,0.000118815,0,0,1,Fraud
1,0.086080226,0.04547667,0,0,No Fraud
1,0.009377808,0.004954349,0,0,No Fraud
0.25,0.003627209,0,0,1,Fraud
